# tau(fm)  ecc_1  ecc_2  ecc_3  ecc_4  ecc_5  ecc_6
    1.12500000e+01  7.06394831e-05  5.81921136e-03  5.01730719e-05  3.71863445e-02  9.50456319e-05  1.68286202e-03  
    1.12750000e+01  7.07357883e-05  5.66763770e-03  5.10798891e-05  3.73067955e-02  9.66503813e-05  1.67127964e-03  
    1.13000000e+01  7.09986864e-05  5.50744971e-03  4.99540139e-05  3.74241239e-02  9.37775468e-05  1.64825714e-03  
    1.13250000e+01  7.16274023e-05  5.35154231e-03  5.18623600e-05  3.75492911e-02  1.01146998e-04  1.62397051e-03  
    1.13500000e+01  7.15357677e-05  5.20192414e-03  5.38317352e-05  3.76721476e-02  9.89177089e-05  1.61194084e-03  
    1.13750000e+01  7.19776305e-05  5.04411156e-03  5.25155366e-05  3.77892649e-02  1.00382862e-04  1.58561917e-03  
    1.14000000e+01  7.23823724e-05  4.88820740e-03  5.28053365e-05  3.79072776e-02  1.05723386e-04  1.56352843e-03  
    1.14250000e+01  7.21105355e-05  4.74004693e-03  5.49749130e-05  3.80252886e-02  9.87738563e-05  1.55210611e-03  
    1.14500000e+01  7.21450862e-05  4.58639711e-03  5.23007241e-05  3.81436627e-02  1.01159046e-04  1.53145680e-03  
    1.14750000e+01  7.28723902e-05  4.43137907e-03  5.63210628e-05  3.82567970e-02  1.05461776e-04  1.50562045e-03  
    1.15000000e+01  7.24916825e-05  4.28101967e-03  5.54329146e-05  3.83671412e-02  1.01668253e-04  1.48510814e-03  
    1.15250000e+01  7.28221511e-05  4.13011882e-03  5.46681341e-05  3.84807156e-02  1.04310196e-04  1.46738655e-03  
    1.15500000e+01  7.35967771e-05  3.97612959e-03  5.71380982e-05  3.85888725e-02  1.07167809e-04  1.43969915e-03  
    1.15750000e+01  7.25124287e-05  3.82560703e-03  5.44987136e-05  3.86945714e-02  1.04972068e-04  1.41467388e-03  
    1.16000000e+01  7.34571377e-05  3.67733727e-03  5.57988369e-05  3.88014347e-02  1.07322053e-04  1.39975720e-03  
    1.16250000e+01  7.42767903e-05  3.52659251e-03  5.66869556e-05  3.89024773e-02  1.11013056e-04  1.37672970e-03  
    1.16500000e+01  7.29523893e-05  3.37646649e-03  5.57159680e-05  3.90040852e-02  1.10825780e-04  1.34953927e-03  
    1.16750000e+01  7.33899381e-05  3.22700603e-03  5.42052837e-05  3.91117855e-02  1.10262258e-04  1.32385746e-03  
    1.17000000e+01  7.44783777e-05  3.07722772e-03  5.52388578e-05  3.92083037e-02  1.16467054e-04  1.29939478e-03  
    1.17250000e+01  7.21024019e-05  2.93030487e-03  5.16535310e-05  3.93109584e-02  1.16516537e-04  1.27748515e-03  
    1.17500000e+01  7.33043813e-05  2.78360282e-03  5.44261236e-05  3.94086071e-02  1.16875550e-04  1.25080067e-03  
    1.17750000e+01  7.54287943e-05  2.63824792e-03  5.70311971e-05  3.95008397e-02  1.24160143e-04  1.23317360e-03  
    1.18000000e+01  7.38186725e-05  2.49053286e-03  5.55943402e-05  3.95984635e-02  1.21484293e-04  1.20701530e-03  
    1.18250000e+01  7.51779397e-05  2.34344276e-03  5.54595175e-05  3.96948029e-02  1.29694543e-04  1.17147479e-03  
    1.18500000e+01  7.48517134e-05  2.20158636e-03  5.49734359e-05  3.97857561e-02  1.29429449e-04  1.15876019e-03  
    1.18750000e+01  7.42274374e-05  2.05205286e-03  5.40599722e-05  3.98745808e-02  1.24634598e-04  1.12565078e-03  
    1.19000000e+01  7.52393098e-05  1.90260494e-03  5.52743320e-05  3.99672296e-02  1.30156216e-04  1.08505515e-03  
    1.19250000e+01  7.46225054e-05  1.76881444e-03  5.25420814e-05  4.00581045e-02  1.33140714e-04  1.08191185e-03  
    1.19500000e+01  7.39169344e-05  1.62358676e-03  5.23337349e-05  4.01513774e-02  1.30566281e-04  1.06895132e-03  
    1.19750000e+01  7.55921039e-05  1.47202355e-03  5.27776535e-05  4.02390062e-02  1.34316917e-04  1.03058499e-03  
    1.20000000e+01  7.48658821e-05  1.33520936e-03  5.15747923e-05  4.03248089e-02  1.37088629e-04  1.00845503e-03  
    1.20250000e+01  7.34593247e-05  1.19628505e-03  5.23102258e-05  4.04211985e-02  1.27510595e-04  1.00534468e-03  
    1.20500000e+01  7.61783996e-05  1.04733819e-03  5.28276649e-05  4.05023797e-02  1.37517214e-04  9.76196477e-04  
    1.20750000e+01  7.52397356e-05  9.08738573e-04  4.91829675e-05  4.05847442e-02  1.36582003e-04  9.52246010e-04  
    1.21000000e+01  7.48550224e-05  7.71189862e-04  5.18940327e-05  4.06795269e-02  1.33722057e-04  9.42880644e-04  
